Positive_Pleios_Mean,Negative_Pleios_Mean,MW_P_Value
-0.11094361420983317,-0.14667864132654881,0.6884079213781737
0.17105023044274842,-0.09058308107131795,0.10072738145562862
-0.000696907210126896,-0.03552474645990134,0.504050303476755
-0.2793552812184391,-0.13611341966894241,0.117000380060841
-0.09093319603189241,-0.44826291613767566,0.003955812958571906
-0.07821047993163471,0.028630297988742663,0.5588064239302246
0.08738237323617254,-0.022522326336873295,0.6314386675194722
-0.1683548665156801,0.07118506453756333,0.09526397882116237
-0.14737476548952247,0.0047839265789666715,0.2169038915107705
-0.10335629331428546,0.05493864476151962,0.2384384570964968
-0.0068039928639722705,0.010239596374911468,0.8548696287862649
-0.2574143351323586,0.1571722544466471,0.009025296121175398
-0.1663643548339524,0.10773218518832493,0.04510207341321482
0.05347302097438717,-0.059942060865336176,0.2518944699750396
-0.1125912433722476,-0.023816978937739985,0.7592565880779686
0.0038646172594872324,-0.162272493352694,0.33044884523165863
-0.05868495178636662,-0.07613038037261038,0.5413017247195682
0.08286513677186226,0.23395757920401467,0.3422444969472844
-0.007240986565053885,0.03691087142646443,0.8198235156763621
-0.09168125431936999,-0.12575653595036396,0.45684141461271544
0.15022526674687792,-0.017048826324167,0.19394379711698662
0.04553660617936667,-0.07412399101317829,0.5481795564898291
0.21312018529772925,-0.13556925930244138,0.03631022939886087
-0.09837519968463689,0.07105030363592471,0.1166799660588003
-0.07480833217652189,0.03319504933470196,0.4627082228267073
-0.07561644295396816,-0.0028768389600330123,0.32907695276649795
-0.08109173609315033,-0.005168380361795803,0.3521549336040869
-0.10108606347622093,-0.12672290405160966,0.7237963475581332
-0.12243082579309628,-0.10579938046072197,0.7042266708487318
-0.0058224265076443375,-0.047368032962782615,0.955415289187477
-0.05093020137959085,-0.1151117164695086,0.523628135112155
-0.08508782156569657,-0.11046094249379616,0.7206921729561546
-0.08121259455133302,0.014762633049737137,0.5062554212474042
-0.0029684986877252144,0.07999331776056538,0.5222810138138949
-0.039213900004198554,-0.016355288763465474,0.4576781810720889
-0.0014677838812099191,0.13275300116455951,0.2928496154190997
-0.197274022053899,-0.0925775356023799,0.3699327697083413
0.11206268577395165,0.07291071457537046,0.8000291257239518
-0.10011668209039899,-0.11107915430747284,0.7274192432533264
0.07470368103603992,-0.2347360558614392,0.02533153387118352
-0.05922521158136836,-0.10367647263724782,0.9961450098273653
-0.06135630149447721,-0.024432685769235653,0.7492932283384965
0.003658893780805574,-0.1850974510907183,0.2727448477942277
0.03901681583178193,-0.0073394412993267166,0.7909741262919512
0.007986709088166694,0.05483849020274617,0.6722191266562202
-0.06841435768134922,-0.22788425950920868,0.2579409420005174
0.08159732316690725,0.03545053927736102,0.7968303887951601
-0.10007042969055532,-0.11720261894129703,0.8208966990985056
-0.19278692835171662,-0.2048041130293726,0.8716900552449753
-0.05916912706628567,-0.16286832650218216,0.16014124247816963
0.07857237965432734,0.05814406980539051,0.609517162587055
0.023656944937238463,-0.04250828934814218,0.656181925873135
-0.11964846143373638,0.053580218819293486,0.30765812437003326
-0.051820317190756755,-0.06252571791372803,0.9104221539297931
-0.04223499637108612,0.018004999762302226,0.8021616439942824
-0.07239830507033591,0.05040999831930829,0.3493047187613395
-0.025406516214842405,0.026129517407847747,0.9620149190077546
-0.017231054776143884,0.23299233752614892,0.028419655938696713
0.0036953141212931837,-0.04128818428411542,0.8586629108043645
-0.10029796420614887,0.018955155490449408,0.5779934069694623
-0.1754212357317641,-0.029015291102373393,0.4497730086057409
0.1083115763510764,0.05046692132096727,0.38750018863978475
-0.13896374895288527,0.07162123883843259,0.06394688077425846
0.10136314717695907,0.030094746997864803,0.4814167443543679
0.0895485792624292,-0.10568086238301731,0.28937865116011663
-0.14902719126983885,0.05552849125855715,0.3089693329193356
0.07278118524470725,0.0761851356200941,0.8918424984528376
0.09970343651127503,-0.004128617647197963,0.474139652067439
-0.06424527622423683,0.020589672782567656,0.6314380571679986
0.084687105159506,0.11067246820819346,0.7155321119130561
0.013023348889684176,-0.0792161546150972,0.712443308184582
-0.1733856028332803,0.04929608567913405,0.31292583667181284
0.0335964850588565,-0.19626020298752594,0.2791351579633986
-0.03658761971260946,0.07359952655671184,0.4686185079491718
-0.018428024999021898,0.002654853171738666,0.9400286991048966
0.028453557067310172,-0.03909400790700265,0.306028092113812
-0.09538691985029404,-0.12944688022572293,0.7362473813751835
-0.10991673720867805,-0.23098677475826832,0.27154271822925535
-0.028007491469664827,0.13982604497625,0.3825942881136599
0.12824900374389603,-0.1540389833911071,0.05102813596484329
0.0355872087713522,-0.1513043293024584,0.24622493193989636
-0.10047673026335556,-0.10291473828511255,0.36552997507644314
-0.02152282157469446,0.12999551109583865,0.24175600842633782
-0.15630994127504236,-0.004514824825900706,0.13347678791244538
-0.06015523980300746,0.00926793604964418,0.7793019335889787
-0.10936451532474745,0.06431642931274466,0.2202609560686264
-0.20842773927797684,-0.06198902423855969,0.5231766831304034
0.01311314097719201,-0.13920021249368833,0.29666533665855865
0.014600533684955015,-0.13096505131408043,0.49658779257403285
-0.18653919682773737,0.055759836323653375,0.06575053600517272
0.012710604560148766,-0.08586323270105849,0.6641821258808556
-0.17820324750817276,0.11013596451645294,0.1415135825586773
-0.1404322625406131,-0.19743954965406585,0.4044030690717165
0.0990826798427414,0.014941941327732751,0.5888938503552312
-0.01294230046603351,-0.17768978851104045,0.18418373775779584
0.1090206392818028,-0.17412764055095095,0.07851348479289269
0.06954694979678379,-0.07083315866892496,0.8424323066756236
-0.24827317609861327,0.017464992225035485,0.20309969692439278
-0.0917895240347188,-0.15375110872422593,0.7771838331358215
-0.12311619791028008,-0.13608031259689107,0.9098749968895471
-0.033523215668434914,-0.20111013522708607,0.11927609324224012
0.025171159003018116,-0.06616237644294076,0.6403003637374367
0.03912985026998683,0.01938488375541541,0.8798519917849938
0.061045347662908256,-0.0507728639048559,0.3684630047717127
-0.13223031922018794,-0.12469701146348824,0.8305719759974849
-0.05209863261479566,-0.09772130939972869,0.4075230222704058
-0.09042363620070094,-0.07622484368835092,0.7645171480535098
0.03676537071532886,-0.054329882764508265,0.5699983216763114
-0.14148051578789303,-0.0733527014639301,0.5036090442209646
-0.031229082673459425,-0.032192052230597346,0.728456534108147
0.021078101529117477,-0.00033509896081715,0.8053666341254146
-0.11732363136669438,-0.21695443773399115,0.32634924705650104
-0.026580300814464865,-0.17635331543534477,0.48745507589323034
-0.12942921338099134,-0.27190575776018744,0.36589647654003354
-0.10463253189530998,0.07900261903767127,0.3517992536854959
-0.011842505370079193,-0.0864428535730124,0.28221189138745006
-0.04420972460473677,-0.08517580609120014,0.2608579205910244
0.05887420318016614,0.013829386548243647,0.7078175539330966
-0.05860955995787639,-0.34426235640656844,0.048851276970696196
-0.08444120938423769,-0.18897837353438968,0.6163005253491536
-0.047701551303759845,-0.06081366014400039,0.9334408977435377
0.1181534592258413,-0.019731504592109265,0.18647485879251302
-0.23984647321608668,-0.0029507978901249566,0.1387330341105526
0.06545732581401541,-0.12995675633549067,0.17788085426500877
0.0043309401061849455,-0.17776192750739525,0.5950947724706266
-0.09311178655673405,0.04912526440106167,0.3721482539126528
0.0829068311773033,-0.04207513357050443,0.47713166837051013
0.060904548541245766,0.018659830968783337,0.44729553717943105
-0.055104555073455894,-0.16546451057505435,0.20904261841402283
-0.17955267164378974,-0.10847280651252873,0.4518473891015201
0.10682527394657979,-0.10542912884778224,0.08694262198332162
0.0864549550239592,-0.15735952492188351,0.058139079288671444
0.012708320592125327,-0.029518643677242613,0.7968302702853296
0.012779049345153129,-0.0361801137009797,0.4075208408070542
0.024692987590443104,-0.05141025029289643,0.6334022361999261
0.04094866432985378,-0.038566185083136896,0.4134066786791085
-0.1272625437735675,-0.02175713205305513,0.9884353246045791
0.08548565261361188,-0.05005861124478987,0.31160183249131934
-0.20596619942306965,-0.1273092750469705,0.649711260525962
-0.0676464092845951,0.027301935552922554,0.38560914437721006
-0.11543616223006592,-0.08144993855615268,0.6742355791028303
0.17928533281834566,0.05916048435904982,0.43298620003393573
-0.00942913659562705,-0.035979538837861466,0.9565151247389195
0.06493889931169843,0.047767506038470194,0.6919663587919447
-0.07674219156617407,0.053010388056405865,0.29284564317617734
-0.08922562412673683,-0.021861228497508687,0.11349581367921557
-0.08851989005304753,0.05715019918433565,0.27274336059069226
0.009707754720654074,0.008853674673350088,0.9658659160958378
0.005615295411358807,-0.07951858759835255,0.29284662185047017
-0.027463705194850196,-0.0095103757413632,0.723277231453897
0.13326241119348273,0.08804675482660529,0.8069692622896094
0.038616090718497975,0.05054701985189039,0.8902058782985826
-0.06745967897698704,-0.1482857838444024,0.7150171365310058
0.1481815949616079,0.03401979834381072,0.7098716050552981
-0.08152406964751893,-0.10907793438413074,0.9044052387125776
0.050606069605659894,-0.09440242944660719,0.38674586699974833
-0.026205418703439443,0.02268367129039047,0.25418438728276604
0.05844246092667815,-0.09330978329320423,0.7222430122732333
-0.04334458985273782,0.0011653281336782546,0.7026893793690056
-0.08905138154070091,0.0717719767970031,0.15870888161344898
0.004696834176759881,-0.01452373102173014,0.8858439486679573
0.03771507904078737,-0.005539352149794787,0.9488186591931604
-0.0663178306132522,-0.022631974359601247,0.7545323865524531
-0.045706990969322854,0.05276294823731335,0.6066208392667359
-0.023680101917486106,0.123813975879298,0.5367431649210254
-0.0641658634487112,0.08012561131060157,0.16894136383883884
-0.02468340808605669,0.06877948713765464,0.3106157946885336
-0.11367117512704634,0.021033042158009767,0.44729385752574835
-0.09705111047066058,0.1570645665889859,0.12959020440659447
-0.08649483979326841,-0.04358560291807929,0.6003640220818465
-0.02918142506269468,0.17789461858748115,0.11587465572394302
0.08166317869768086,0.19327670114791126,0.28345041538058324
0.01187920300293535,-0.2228443864739149,0.05345358802938973
0.07773085830514265,0.030050070537485526,0.3249873765425658
-0.06449676063272519,-0.09074025696294648,0.7566298774498801
0.11886207940379367,0.10630434689648584,0.5385652632182447
-0.07168883973853024,0.15277533424540995,0.03594309785434946
-0.022287535508845203,-0.10367020253300692,0.5941377079957555
-0.07151069229190948,0.06947772857268804,0.31061464048622267
-0.14595821330221762,0.1104724718941131,0.1747910247527258
-0.10941638822248581,-0.24198255547742598,0.20066304231325094
0.028283796290562088,0.1437843945312655,0.8032291363040818
0.056403849475084505,-0.23002355130503552,0.06504236079050423
-0.15498642185777312,0.010863791657490693,0.30569992706766724
-0.1447270268757495,0.03616515966986222,0.21871048962921324
0.02367849915941516,-0.14583368611151307,0.5335619268671413
-0.032914624656987905,-0.07404936692993493,0.7284561297131403
-0.08237888585170405,-0.3394388434917423,0.03606466331611369
0.04204608831920502,-0.1986546497482989,0.24989970264478378
0.032387185784276226,0.04781067150364298,0.9576149378752565
-0.10622477955098396,-0.0023916068239400847,0.24904687339303577
0.05909956991869828,-0.07359287918776365,0.3482395105892522
-0.1284812196778362,0.05922786303206644,0.5732846828798479
0.12592332594461048,0.03331088025796123,0.6324191721193546
-0.038663797806047256,-0.1296695579036687,0.34259425944150024
-0.1181049954055513,-0.15934945624160923,0.5362886959453221
0.01355572735655047,-0.1824466487155732,0.17677117386764152
-0.08318913531118209,0.1021479420351388,0.18902018868209514
-0.014759657057992355,0.017882097173918095,0.9082339405082995
0.0538573706457881,-0.1364819302949406,0.34470462892169185
-0.12973915253248505,-0.14190636348835606,0.9730200558872648
-0.08187525454483101,-0.11948660180030962,0.8101788808287174
-0.0356494569765874,0.09782776257045722,0.372891288760265
-0.09284617590401507,-0.05167052190741771,0.9625651408034701
-0.21544982270461926,-0.03882768839455955,0.09069553785706161
-0.21040761468186964,0.03648560985705661,0.027533889004087497
-0.18448470452536442,-0.012228847524177475,0.23953784567023173
0.044769323716003624,0.06091442777440721,0.8532454006724548
-0.034516088948783795,0.07208051894995833,0.304723794724987
0.015121885559663609,-0.15068858802009544,0.3142519711345365
-0.047349216443419335,-0.04810480427965299,0.883119197667317
-0.0739382917858898,-0.14995594973192605,0.6646819202450888
0.04083504154011477,0.0015580044001706776,0.5798832149343613
-0.03545959374392075,-0.06228422601916647,0.9137063956580989
0.06725885229706335,0.04766964825976333,0.9851315727058138
-0.03138863890833914,-0.07041162861411235,0.8112480384584725
-0.2272453285885653,-0.11946493505660524,0.5927031135208484
-0.10759672878500946,-0.08774448579794153,0.6838382551591216
-0.0949469078325458,-0.07650627017249204,0.7289743243571949
-0.021790540436360542,-0.17536172104972989,0.5267789122392106
0.09191407527145366,-0.17940425042094843,0.0453238087121508
-0.13319573003082502,-0.18912060947320872,0.8021626376029126
-0.12385253584860499,-0.08585703523365,0.5151257955653219
-0.028523154412513886,-0.07704670848562402,0.6732228749059216
-0.08845190293217298,-0.11846608756991378,0.6236079238368187
0.12985515679455112,0.02191185520621471,0.38902083052533865
0.11561307778505923,-0.04845276203738193,0.0770018179738709
-0.11144124299069491,-0.01386869885694145,0.4970271283314399
-0.02932995766076517,-0.014424922291248667,0.748246685582698
0.0034303180507998863,0.027495257017626805,0.9928407853797062
-0.15390671472148393,-0.034143501567827604,0.6216546840767438
-0.0017986825022576576,-0.07762916349340669,0.9768732275133486
-0.016090166908713135,-0.15434402051315457,0.43745622830764286
0.14690285053482027,0.05523710439830772,0.37959150160902466
-0.07798577878992705,-0.2571279774830798,0.22629773775033768
-0.0777753632880254,-0.1117741004682653,0.5537099551841147
0.014284799791082766,0.012506318614342142,0.6502076584750087
0.011598982502519974,-0.058069856889002,0.7482460473489254
-0.19375728970808265,0.1562056224035519,0.03730701959181654
0.013908256655728259,-0.01183307967945474,0.747723994330031
-0.012744786300535637,0.04937329065956111,0.5569510975688459
-0.2424209355517331,-0.04909472432535298,0.3109413579028908
-0.19498483405326042,0.11323920147447174,0.08860828868944677
0.1003985080176096,-0.15829341087123316,0.11007463519011637
-0.008462847188253804,0.06754991915421972,0.8744097409338857
-0.10138295695214188,0.0010645451771733722,0.15850476210320874
0.01804803536744212,0.040289969054791326,0.8505401723184413
0.01717503367562965,-0.119420178472228,0.24202980987539235
-0.16431923410130583,-0.09628863291034817,0.9774236784992271
0.0328589469394009,-0.07728017829556995,0.5160154224674944
-0.08622768563365941,-0.08567824059624009,0.9889859954600031
0.023999062152457017,0.0091817323962133,0.7793017284567337
0.03947049491272278,-0.0528119622542475,0.4724385421667505
0.0008607781859664256,-0.0505953329942826,0.6236058536404551
0.012921308653366053,0.14481979579619209,0.3615190260169179
-0.01632799028534678,-0.02941366480682364,0.5912750054910759
-0.03854326386490982,-0.17802447118488787,0.19680366596280885
0.008985719208406599,-0.11780515001362273,0.7519122249630613
-0.22057797438677823,-0.1849984592198548,0.9928408263657331
0.00705688362068823,-0.08489037845000755,0.420536918240235
0.02360357875672787,-0.16226255773356363,0.40129716028669327
-0.14592207535136645,-0.023290525063802005,0.43786393507281485
0.045999132596925445,-0.26669414889448584,0.030476595631257077
-0.10212410476937206,-0.003267666025389025,0.7042266372330961
0.01293752268544358,0.10683922570541564,0.4114403857716452
-0.038411539415558506,-0.03021419175841353,0.8934802388943666
-0.06766197804093489,-0.029282357768760287,0.7451098960803637
0.21155241030506716,0.04148312022560097,0.6080649142755616
-0.15420257332866177,-0.05228236273861606,0.9763227244445338
0.09074344987581467,-0.16118428249644629,0.1033316489862995
0.010709804017866014,0.003970076405692491,0.7393723981725255
-0.006369161186280759,-0.0655995756304653,0.4249322643888177
-0.12121353726193941,-0.07018738056231227,0.4415411403635894
0.005649495188239268,0.2508964687618316,0.08861133046110081
-0.09997296904980615,0.018898437151699112,0.6646818451411565
-0.055021609668831725,0.10008556804139536,0.18350217485746712
0.0024769643894365927,-0.22411788252738687,0.16702684385154765
-0.021335234895974945,0.08766766882290172,0.6378341730888556
-0.11801488807227138,-0.03204221513209445,0.45143387422259607
-0.004288335717720474,0.1579119924016358,0.18808998761627072
-0.036939097387846634,-0.065545372556369,0.7872560583678228
0.012750089613062442,-0.21060414915359207,0.2257673961609029
0.027490798628155077,0.025932374220241996,0.8284192029640203
-0.060197205874530785,-0.07896300767174495,0.9296001554646509
0.16126761888576197,0.07516195290412571,0.40091100463213303
0.020016227043907566,-0.022243928789446827,0.973020033369856
-0.15738877428029557,0.08625977485197958,0.01925596637875819
0.10907241326622615,0.1446773752279064,0.8706033193504688
-0.16617039525778976,0.13728148284904285,0.041805416612846924
-0.08883997970429319,0.024110671713260243,0.36993528144183285
-0.25130363027066316,-0.17104179479739753,0.6129047815780047
-0.004059154781682604,-0.24589363225322494,0.0805272602025281
0.060683913919531866,0.017091608329047808,0.8010947540866467
0.006435230422805439,-0.0769428670496403,0.5093490821821849
0.015375157113126793,-0.01909133555714831,0.7315673887842506
0.022446902647574315,-0.12490148493983642,0.26350248263512877
0.08426554302103248,-0.053418663694880596,0.28005469378840986
0.1504869285160715,-0.08342391564838766,0.03643401456953237
-0.23855151784074685,-0.10409831635767797,0.14759574163508174
-0.046838100731562575,-0.022847391035883506,0.4737138071138469
0.000990219313429742,-0.16206593457354654,0.41815531105946324
-0.013096920067847434,-0.10608789973095814,0.6378326092060786
0.03240622090193144,-0.08058115573015034,0.46607902613040975
-0.08935319007814999,-0.12880553921072524,0.8370367122612574
-0.04240892761955606,-0.19888222242623105,0.25794338328508415
-0.0842687803484723,-0.012492944438124817,0.7336462881718981
-0.10627593533936316,-0.2364588078812921,0.7078181191496669
0.08592980427408374,-0.2307261949651657,0.025557399239619256
0.007694452018895135,-0.15897890019672925,0.3411925592946453
-0.08180127487092119,-0.11233679214216204,0.6873906695723118
0.041332915578597855,0.12161287469446655,0.5936609351299411
-0.030916494766177333,-0.08878675318596242,0.9895366707742108
0.28018521826477444,-0.06801177190711374,0.022012673326378074
-0.2077589197621769,-0.18526393862577034,0.9774236758071917
-0.0659330896497809,-0.0885613343546888,0.6109673116404662
-0.09425151296290266,-0.08237294384091176,0.7037151164706847
-0.08017517077092032,-0.08846313008159337,0.6452453957371393
-0.06818895581588368,-0.2355040758286227,0.6182459087294008
-0.024106274254870483,-0.039326807750816845,0.7529596275177703
-0.07810046496207855,0.017624881987381782,0.46102913819446834
0.04360085444328318,-0.19726086182360872,0.019833755117294013
-0.0940417505396807,-0.03683438664874812,0.6960458150343254
-0.11138193549047408,-0.1700807510250519,0.6042115754482473
0.05260986416525967,0.13241086997374016,0.28407246097478955
0.035612332470222746,-0.0893384642401662,0.4370489584526295
-0.05521888120682734,0.06124607279181692,0.5550979281515422
0.05782687484188058,-0.15075527395577376,0.0668730589072905
-0.05091939336265954,-0.0567440548163905,0.929600214089353
0.010249774113770139,0.04343492236263372,0.8869334400456762
-0.04691953609233685,0.04610796357335153,0.9301487331327093
-0.07787393296533249,0.06843973911838322,0.1530761188847171
-0.16444300059480874,0.0039104792480534585,0.5249779268071889
-0.02322760378414924,-0.05817457726588111,0.6611759144534352
0.20117437318111367,-0.01582020142255749,0.11302464468121762
-0.12863059086451192,-0.10802852964075635,0.5898432695090998
0.08168685239372447,0.04921988244872659,0.19158583494423476
-0.06833604190018289,0.030440034433238772,0.5031688020639491
-0.14628109648088258,-0.027790914814956675,0.6075845388587822
-0.0458699742806206,-0.07938445812519769,0.83003424273271
0.05510443040016676,-0.017734101306935063,0.5808281390089524
-0.13043304653444412,-0.029951146731070313,0.500971870066321
0.04354170510290117,-0.08305303689473469,0.21004617988028385
-0.07868784853643532,-0.3127391097873566,0.11007476246223746
-0.06342612748838086,-0.20852717913616223,0.21231571614375355
0.1374165345195314,-0.01674724926571018,0.23652136678962832
-0.1299547916275135,0.01621033315557488,0.20212357781497226
-0.14168062740911358,-0.011136524630167738,0.4510153387134197
0.013386688251576243,-0.10824782598572937,0.09349696945781591
-0.05280267852883652,0.06114284283841288,0.4694646990831175
-0.0657998150489601,0.03134279558612521,0.15051024901979695
-0.15855635130317575,0.03696847089740661,0.3325108839172657
-0.11537826402687847,-0.07002651129249673,0.9120646461803579
-0.07185294981478149,-0.17797703231368078,0.4631277010075612
-0.14889355004939395,-0.16203128343491488,0.4656581615074942
-0.05299625702624007,-0.10407952165452156,0.9191836537667438
-0.03293607709778076,0.023912191469093708,0.7279365960144767
0.02823471496881886,-0.038502125348511496,0.9104225263030876
0.049582746207764004,-0.12560996089298762,0.08088643889939785
-0.22062781500868858,-0.04706284612340778,0.18441259881452632
-0.1977636249309394,0.07767631762332357,0.08505257342278225
-0.01815793016870145,0.09810521269127902,0.4551728694742282
0.039799460954732725,-0.14872310740470246,0.33457890838453663
0.049094873921142985,-0.2095085072563625,0.13928699423061747
-0.062432538205232854,0.09150756487350385,0.2268256961181322
-0.09853666485869533,-0.08041078729403592,0.5592713802007756
-0.10073275707315137,-0.1358123096806793,0.7336478773675911
0.09991081845443488,0.00386887117065724,0.4071316022932221
-0.1135746288196366,-0.10382951023364871,0.7851317202369908
-0.14437773382909008,-0.01836219288295641,0.33979286915539664
-0.10633694095891645,0.005714397214670305,0.597485500189352
-0.1595651426068533,0.10294317677637009,0.12191513319548353
-0.022595861616143378,0.06640271936315033,0.745631944465692
-0.01583740373258238,-0.0674956589151037,0.7016668832080807
-0.17264954840211594,-0.06140751193253828,0.7243122719149555
0.25896256060282935,-0.05583199634482516,0.1977615860345021
0.07668151288072053,0.011646873288616038,0.5445073127350134
-0.1196658761093961,-0.05416107026028315,0.4102625597698988
0.08649623517158166,-0.1267072724294071,0.11428414473671185
-0.10808773322449997,-0.10041252917321439,0.6747387035397239
-0.06955690377981771,-0.1714427013833243,0.6656854908438143
-0.037325790822506054,-0.2547679418630893,0.03015995455236586
-0.0464827766381231,0.015143149093178682,0.5495602326567048
-0.13006757881615796,-0.10681283167571741,0.9548656273972292
-0.02019948761209717,0.03146488952862647,0.9148011690345564
-0.02517279291152412,-0.17543886775151757,0.14472273271924774
0.002862801980457159,0.009944834076412515,0.912611399073304
-0.13889169634943002,-0.11381146968014116,0.7519110516420721
-0.09873993935948132,-0.07026735828335354,0.6732256288927325
0.2085140820584102,0.06605123841317409,0.39092340492145206
-0.02135517725323564,-0.1895839899799181,0.4354215710942656
0.10679880384684082,-0.24041920046500223,0.004676192700660787
0.023135138947568162,-0.08631668196388471,0.37178089920047386
-0.06292551371569816,0.1788345893219939,0.31358763477183715
0.09354555363085913,-0.015861942967554638,0.6066196375658439
-0.2656213255262032,-0.1221289093448335,0.29189678735445257
-0.19283402041922518,-0.16170852722691084,0.6757467123088294
-0.06316439427290604,-0.12144377840393007,0.8359578720181654
-0.10717162644286063,-0.013942744507170418,0.46565943846359903
-0.19799390010608936,0.10444134566461588,0.12241634648912238
-0.12326801322093513,-0.011271726289213291,0.46523751052444584
-0.026460497699079637,-0.04691948843602347,0.6022856383098827
0.0017867177060409583,0.06622212530495279,0.33700839254189285
-0.12765627665758847,-0.02352369579624779,0.49877584500930516
-0.11705118345455441,0.11906813800956861,0.07108711503361839
0.12606265860398147,0.12138035402421303,0.6878998606920734
-0.010217993871801365,-0.15295763114203542,0.27456150209358854
-0.1699495505958892,-0.111716654728063,0.7109002816470034
-0.03903208198290537,0.001134948398745477,0.8091077904254189
0.04460597294407771,0.10662548316401914,0.9785246563896571
0.01939160516350901,-0.14415277187328057,0.2915837051951954
-0.04802170535246156,-0.06377477779251477,0.8440527208915741
-0.0407318096420922,0.0058876611012489075,0.5695319617852319
-0.1716240923734238,-0.10630286979207358,0.6046924119734558
-0.0013907582786628501,-0.17271663331000703,0.36370346664930064
-0.028877683124139436,-0.17870599263946768,0.2785211958502628
-0.059258817223676534,0.14170013824517463,0.2953875795549228
-0.08397704294444776,-0.016554558970622482,0.3890211133598941
0.027028295567765367,-0.03386628041529812,0.8771291216853976
-0.08362679671469618,-0.021431516010697926,0.6712126638333313
0.12050449487546865,-0.16490304016915003,0.0945807268954892
-0.024396215431083987,-0.12417068392373243,0.5263274696505615
0.16400510634163487,-0.039516687033604496,0.08319466333926137
-0.14523622002166775,-0.01242808998062196,0.2694415048792419
-0.014829650260445179,0.042386219600861905,0.3728864425715269
0.12010394210234968,-0.14048783335318502,0.11460230844546808
-0.03064199997454281,-0.13433619030479566,0.217932368183145
-0.21644072906098624,0.1197661740191956,0.0786319611057535
0.16317616475223384,0.07237592006049823,0.3943632597945771
0.07661729178861121,0.056800101360347174,0.5022876535448839
0.03972184306760714,-0.19927373292164247,0.058598242402972435
-0.043032640146782986,0.024560045237714292,0.6782731405641416
-0.05110781147605457,-0.006513981344703582,0.7248300277265548
0.08270334333631173,0.08654190163304369,0.7624118713291679
-0.15762596597088738,0.0433195645221595,0.10673458610661689
0.06093352166381166,-0.12664525592546488,0.07665867828631488
-0.20110450500757504,-0.1817537548216832,0.756630973742569
0.14579770003782533,-0.23719862869371022,0.007420389928729267
0.12201948315305079,0.04303797659140682,0.4745676577610475
-0.3397475482530697,0.22192055703556055,3.164016835296113e-05
-0.10676964743867443,0.04445865772320992,0.2365213108826031
0.026439875336140832,-0.05294970555743025,0.9241157992825346
0.005399537130095457,-0.1464776182213176,0.2617358211727019
-0.03942173385424497,0.026872989717637092,0.8640862062031683
-0.06943608882396193,0.0378668859838954,0.5657901425975506
-0.05844692813553115,-0.11006345700220077,0.8793067220254612
0.03175812867543869,0.13001699110085022,0.3219442404980345
-0.1449424816173658,0.009708032827356305,0.41262099796382956
-0.07284119885664593,-0.11674312341058231,0.727419524197918
-0.1430522637256795,-0.01657132306134606,0.19135420635738287
0.027066723658108346,0.079726179339078,0.976873205452309
0.01601082564711637,-0.07020421726097781,0.2634994073472675
0.07800031589184152,-0.2565165989958671,0.02278373309390181
-0.030394118163465857,0.022498296836414383,0.739372787595608
-0.08689396562243419,0.08434696788131017,0.5989261585421453
-0.033857983267343406,-0.1628835895492898,0.565791208481395
-0.12047817125069747,0.055033628134223064,0.170230045223712
-0.04488138437929922,0.11217052736224364,0.16596854609831746
